RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        29067     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 7567 8400     0     0  con    1  1.6D-01  6.9D-03  6.255D-04  7.702D-01
 7568 8401     0     0  con    0  1.0D+00  1.3D-02  4.259D-04  7.702D-01
 7569 8402     0     0  con    0  1.0D+00  8.0D-03  1.493D-04  7.702D-01
 7570 8403     0     0  con    0  1.0D+00  1.4D-02  1.709D-04  7.702D-01
 7571 8404     0     0  con    0  1.0D+00  1.6D-02  2.313D-04  7.702D-01
 7572 8405     0     0  con    0  1.0D+00  3.1D-02  3.846D-04  7.702D-01
 7573 8406     0     0  con    0  1.0D+00  2.9D-02  1.228D-03  7.702D-01
 7574 8407     0     0  con    0  1.0D+00  9.2D-03  1.281D-04  7.702D-01
 7575 8408     0     0  con    0  1.0D+00  9.0D-03  1.720D-04  7.702D-01
 7576 8409     0     0  con    0  1.0D+00  1.3D-02  2.996D-04  7.702D-01
 7577 8410     0     0  con    0  1.0D+00  1.9D-02  3.137D-04  7.702D-01
 7578 8412     0     0  con    1  3.6D-01  6.4D-03  5.441D-04  7.702D-01
 7579 8413     0     0  con    0  1.0D+00  2.5D-02  1.845D-04  7.702D-01
 7580 8414     0     0  con    0  1.0D+00  7.8D-03  9.768D-05  7.702D-01
 7581 8415     0     0  con    0  1.0D+00  6.5D-03  1.790D-04  7.702D-01
 7582 8416     0     0  con    0  1.0D+00  1.8D-02  3.132D-04  7.702D-01
 7583 8417     0     0  con    0  1.0D+00  2.8D-03  1.671D-04  7.702D-01
 7584 8418     0     0  con    0  1.0D+00  1.1D-02  1.485D-04  7.702D-01
 7585 8419     0     0  con    0  1.0D+00  1.5D-02  1.667D-04  7.702D-01
 7586 8420     0     0  con    0  1.0D+00  1.9D-02  3.452D-04  7.702D-01
 7587 8422     0     0  con    1  4.8D-01  8.9D-03  3.172D-04  7.702D-01
 7588 8423     0     0  con    0  1.0D+00  8.4D-03  1.082D-04  7.702D-01
 7589 8424     0     0  con    0  1.0D+00  1.3D-02  3.932D-04  7.702D-01
 7590 8425     0     0  con    0  1.0D+00  3.0D-02  6.117D-04  7.702D-01
 7591 8426     0     0  con    0  1.0D+00  3.8D-03  1.383D-04  7.702D-01
 7592 8427     0     0  con    0  1.0D+00  3.3D-03  2.030D-04  7.702D-01
 7593 8428     0     0  con    0  1.0D+00  1.3D-02  2.386D-04  7.702D-01
 7594 8430     0     0  con    1  2.9D-01  3.7D-03  2.907D-04  7.702D-01
 7595 8431     0     0  con    0  1.0D+00  2.4D-02  1.633D-04  7.701D-01
 7596 8432     0     0  con    0  1.0D+00  1.4D-02  1.831D-04  7.701D-01
 7597 8433     0     0  con    0  1.0D+00  1.5D-02  1.301D-04  7.701D-01
 7598 8434     0     0  con    0  1.0D+00  1.8D-02  4.283D-04  7.701D-01
 7599 8435     0     0  con    0  1.0D+00  2.9D-02  5.675D-04  7.701D-01
 7600 8436     0     0  con    0  1.0D+00  6.8D-03  1.183D-04  7.701D-01
 7601 8437     0     0  con    0  1.0D+00  1.9D-02  3.561D-04  7.701D-01
 7602 8438     0     0  con    0  1.0D+00  3.0D-02  4.234D-04  7.701D-01
 7603 8440     0     0  con    1  1.1D-01  1.2D-02  4.441D-04  7.701D-01
 7604 8441     0     0  con    0  1.0D+00  3.3D-02  1.643D-04  7.701D-01
 7605 8442     0     0  con    0  1.0D+00  1.6D-02  2.188D-04  7.701D-01
 7606 8443     0     0  con    0  1.0D+00  1.3D-02  2.400D-04  7.701D-01
 7607 8444     0     0  con    0  1.0D+00  2.0D-02  2.721D-04  7.701D-01
 7608 8446     0     0  con    1  3.9D-01  1.2D-02  3.964D-04  7.701D-01
 7609 8447     0     0  con    0  1.0D+00  1.0D-02  1.624D-04  7.701D-01
 7610 8448     0     0  con    0  1.0D+00  9.2D-03  1.305D-04  7.701D-01
 7611 8449     0     0  con    0  1.0D+00  1.5D-02  2.116D-04  7.701D-01
 7612 8451     0     0  con    1  4.1D-01  1.9D-02  4.106D-04  7.701D-01
 7613 8452     0     0  con    0  1.0D+00  3.7D-03  2.344D-04  7.701D-01
 7614 8453     0     0  con    0  1.0D+00  3.7D-02  7.138D-04  7.701D-01
 7615 8454     0     0  con    0  1.0D+00  1.3D-02  5.099D-04  7.701D-01
 7616 8455     0     0  con    0  1.0D+00  1.1D-02  4.263D-04  7.701D-01
 7617 8456     0     0  con    0  1.0D+00  4.4D-02  2.217D-04  7.701D-01
 7618 8457     0     0  con    0  1.0D+00  3.0D-02  2.631D-04  7.701D-01
 7619 8458     0     0  con    0  1.0D+00  4.7D-02  3.522D-04  7.701D-01
 7620 8459     0     0  con    0  1.0D+00  6.2D-02  1.162D-04  7.701D-01
 7621 8460     0     0  con    0  1.0D+00  3.3D-03  1.563D-04  7.701D-01
 7622 8461     0     0  con    0  1.0D+00  3.6D-02  1.183D-04  7.701D-01
 7623 8462     0     0  con    0  1.0D+00  3.9D-02  6.107D-04  7.701D-01
 7624 8463     0     0  con    0  1.0D+00  4.4D-02  3.175D-04  7.701D-01
 7625 8465     0     0  con    1  4.7D-01  8.0D-03  5.085D-04  7.701D-01
 7626 8466     0     0  con    0  1.0D+00  4.1D-03  1.955D-04  7.701D-01
 7627 8467     0     0  con    0  1.0D+00  5.0D-03  1.901D-04  7.701D-01
 7628 8468     0     0  con    0  1.0D+00  8.6D-03  1.705D-04  7.701D-01
 7629 8469     0     0  con    0  1.0D+00  3.9D-02  2.714D-04  7.701D-01
 7630 8470     0     0  con    0  1.0D+00  4.9D-02  2.134D-04  7.701D-01
 7631 8471     0     0  con    0  1.0D+00  5.1D-02  9.078D-04  7.700D-01
 7632 8472     0     0  con    0  1.0D+00  6.6D-03  2.524D-04  7.700D-01
 7633 8473     0     0  con    0  1.0D+00  4.7D-03  2.065D-04  7.700D-01
 7634 8474     0     0  con    0  1.0D+00  4.3D-03  3.093D-04  7.700D-01
 7635 8475     0     0  con    0  1.0D+00  1.2D-02  2.909D-04  7.700D-01
 7636 8477     0     0  con    1  2.6D-01  2.0D-02  8.891D-04  7.700D-01
 7637 8478     0     0  con    0  1.0D+00  2.9D-02  6.946D-04  7.700D-01
 7638 8479     0     0  con    0  1.0D+00  5.6D-03  4.848D-04  7.700D-01
 7639 8480     0     0  con    0  1.0D+00  9.2D-03  2.594D-04  7.700D-01
 7640 8481     0     0  con    0  1.0D+00  1.5D-02  1.153D-04  7.700D-01
 7641 8482     0     0  con    0  1.0D+00  2.0D-02  1.784D-04  7.700D-01
 7642 8483     0     0  con    0  1.0D+00  3.2D-02  2.704D-04  7.700D-01
 7643 8484     0     0  con    0  1.0D+00  3.6D-02  1.351D-04  7.700D-01
 7644 8486     0     0  con    1  2.8D-01  1.4D-02  3.989D-04  7.700D-01
 7645 8487     0     0  con    0  1.0D+00  9.7D-03  1.042D-04  7.700D-01
 7646 8488     0     0  con    0  1.0D+00  2.1D-03  1.575D-04  7.700D-01
 7647 8489     0     0  con    0  1.0D+00  4.3D-03  2.087D-04  7.700D-01
 7648 8490     0     0  con    0  1.0D+00  1.7D-02  1.632D-04  7.700D-01
 7649 8492     0     0  con    1  1.2D-01  1.2D-02  5.916D-04  7.700D-01
 7650 8493     0     0  con    0  1.0D+00  2.3D-02  3.004D-04  7.700D-01
 7651 8494     0     0  con    0  1.0D+00  2.9D-02  1.007D-04  7.700D-01
 7652 8495     0     0  con    0  1.0D+00  1.7D-02  2.219D-04  7.700D-01
 7653 8496     0     0  con    0  1.0D+00  2.0D-02  2.479D-04  7.700D-01
 7654 8497     0     0  con    0  1.0D+00  5.2D-02  2.837D-04  7.700D-01
 7655 8499     0     0  con    1  2.7D-01  1.7D-02  3.760D-04  7.700D-01
 7656 8500     0     0  con    0  1.0D+00  2.7D-02  2.234D-04  7.700D-01
 7657 8501     0     0  con    0  1.0D+00  2.2D-02  1.738D-04  7.700D-01
 7658 8502     0     0  con    0  1.0D+00  4.0D-02  1.669D-04  7.700D-01
 7659 8503     0     0  con    0  1.0D+00  5.7D-03  2.257D-04  7.700D-01
 7660 8504     0     0  con    0  1.0D+00  1.5D-02  1.976D-04  7.700D-01
 7661 8506     0     0  con    1  1.5D-01  2.9D-03  8.191D-04  7.700D-01
 7662 8507     0     0  con    0  1.0D+00  4.2D-02  4.053D-04  7.700D-01
 7663 8508     0     0  con    0  1.0D+00  3.2D-02  1.783D-04  7.700D-01
 7664 8509     0     0  con    0  1.0D+00  3.4D-02  1.600D-04  7.700D-01
 7665 8510     0     0  con    0  1.0D+00  3.4D-02  1.921D-04  7.700D-01
 7666 8511     0     0  con    0  1.0D+00  8.3D-02  2.245D-04  7.700D-01
 7667 8513     0     0  con    1  1.8D-01  1.2D-02  4.629D-04  7.700D-01
 7668 8514     0     0  con    0  1.0D+00  3.5D-02  1.906D-04  7.700D-01
 7669 8515     0     0  con    0  1.0D+00  5.2D-03  1.606D-04  7.700D-01
 7670 8516     0     0  con    0  1.0D+00  3.9D-03  1.927D-04  7.700D-01
 7671 8517     0     0  con    0  1.0D+00  1.6D-02  2.317D-04  7.700D-01
 7672 8519     0     0  con    1  1.6D-01  4.0D-03  3.718D-04  7.700D-01
 7673 8520     0     0  con    0  1.0D+00  1.6D-02  2.522D-04  7.700D-01
 7674 8522     0     0  con    1  4.7D-01  9.8D-03  2.365D-04  7.700D-01
 7675 8523     0     0  con    0  1.0D+00  2.6D-02  2.196D-04  7.700D-01
 7676 8524     0     0  con    0  1.0D+00  7.0D-02  2.982D-04  7.699D-01
 7677 8525     0     0  con    0  1.0D+00  7.7D-02  1.603D-04  7.699D-01
 7678 8526     0     0  con    0  1.0D+00  5.2D-02  2.955D-04  7.699D-01
 7679 8527     0     0  con    0  1.0D+00  6.1D-02  7.338D-04  7.699D-01
 7680 8528     0     0  con    0  1.0D+00  2.4D-02  9.132D-05  7.699D-01
 7681 8529     0     0  con    0  1.0D+00  1.1D-02  1.870D-04  7.699D-01
 7682 8530     0     0  con    0  1.0D+00  7.0D-03  2.482D-04  7.699D-01
 7683 8531     0     0  con    0  1.0D+00  9.9D-03  3.901D-04  7.699D-01
 7684 8533     0     0  con    1  1.1D-01  5.2D-03  4.923D-04  7.699D-01
 7685 8534     0     0  con    0  1.0D+00  1.8D-02  1.513D-04  7.699D-01
 7686 8535     0     0  con    0  1.0D+00  1.3D-02  1.399D-04  7.699D-01
 7687 8536     0     0  con    0  1.0D+00  2.0D-02  2.132D-04  7.699D-01
 7688 8537     0     0  con    0  1.0D+00  2.1D-02  2.862D-04  7.699D-01
 7689 8538     0     0  con    0  1.0D+00  1.9D-02  7.886D-04  7.699D-01
 7690 8539     0     0  con    0  1.0D+00  9.9D-03  2.359D-04  7.699D-01
 7691 8540     0     0  con    0  1.0D+00  1.1D-02  1.667D-04  7.699D-01
 7692 8541     0     0  con    0  1.0D+00  9.3D-03  3.093D-04  7.699D-01
 7693 8542     0     0  con    0  1.0D+00  6.0D-03  3.419D-04  7.699D-01
 7694 8543     0     0  con    0  1.0D+00  2.8D-02  4.605D-04  7.699D-01
 7695 8545     0     0  con    1  2.2D-01  2.8D-02  6.818D-04  7.699D-01
 7696 8546     0     0  con    0  1.0D+00  3.0D-02  3.672D-04  7.699D-01
 7697 8547     0     0  con    0  1.0D+00  1.8D-02  3.728D-04  7.699D-01
 7698 8548     0     0  con    0  1.0D+00  1.2D-02  3.358D-04  7.699D-01
 7699 8549     0     0  con    0  1.0D+00  8.8D-03  4.360D-04  7.699D-01
 7700 8550     0     0  con    0  1.0D+00  8.1D-03  1.641D-04  7.699D-01
 7701 8551     0     0  con    0  1.0D+00  6.3D-03  2.144D-04  7.699D-01
 7702 8552     0     0  con    0  1.0D+00  8.3D-03  1.960D-04  7.699D-01
 7703 8553     0     0  con    0  1.0D+00  2.6D-02  1.683D-04  7.699D-01
 7704 8554     0     0  con    0  1.0D+00  4.2D-02  5.662D-04  7.699D-01
 7705 8555     0     0  con    0  1.0D+00  4.1D-02  8.082D-04  7.699D-01
 7706 8556     0     0  con    0  1.0D+00  7.3D-03  2.940D-04  7.699D-01
 7707 8557     0     0  con    0  1.0D+00  3.9D-03  2.112D-04  7.699D-01
 7708 8558     0     0  con    0  1.0D+00  9.4D-03  3.613D-04  7.699D-01
 7709 8559     0     0  con    0  1.0D+00  1.8D-02  4.155D-04  7.699D-01
 7710 8561     0     0  con    1  1.1D-01  3.8D-03  2.840D-04  7.699D-01
 7711 8562     0     0  con    0  1.0D+00  3.4D-02  4.500D-04  7.699D-01
 7712 8564     0     0  con    1  2.4D-01  7.2D-03  1.077D-04  7.699D-01
 7713 8565     0     0  con    0  1.0D+00  2.0D-03  1.325D-04  7.699D-01
 7714 8566     0     0  con    0  1.0D+00  4.3D-03  2.844D-04  7.699D-01
 7715 8567     0     0  con    0  1.0D+00  1.1D-02  3.243D-04  7.699D-01
 7716 8568     0     0  con    0  1.0D+00  2.1D-02  5.224D-04  7.699D-01
 7717 8570     0     0  con    1  3.2D-01  7.9D-03  2.087D-04  7.699D-01
 7718 8571     0     0  con    0  1.0D+00  5.6D-03  1.740D-04  7.699D-01
 7719 8572     0     0  con    0  1.0D+00  1.4D-02  5.808D-04  7.699D-01
 7720 8573     0     0  con    0  1.0D+00  2.8D-03  2.727D-04  7.699D-01
 7721 8574     0     0  con    0  1.0D+00  2.8D-03  1.568D-04  7.699D-01
 7722 8575     0     0  con    0  1.0D+00  6.4D-03  2.381D-04  7.699D-01
 7723 8576     0     0  con    0  1.0D+00  1.2D-02  3.428D-04  7.699D-01
 7724 8578     0     0  con    1  1.7D-01  8.3D-03  5.391D-04  7.699D-01
 7725 8579     0     0  con    0  1.0D+00  1.9D-02  2.856D-04  7.699D-01
 7726 8580     0     0  con    0  1.0D+00  2.0D-02  1.272D-04  7.699D-01
 7727 8581     0     0  con    0  1.0D+00  2.9D-02  2.224D-04  7.699D-01
 7728 8583     0     0  con    1  1.7D-01  5.0D-03  2.512D-04  7.699D-01
 7729 8584     0     0  con    0  1.0D+00  2.7D-03  2.051D-04  7.699D-01
 7730 8585     0     0  con    0  1.0D+00  1.3D-02  1.278D-04  7.699D-01
 7731 8586     0     0  con    0  1.0D+00  1.5D-02  4.369D-04  7.699D-01
 7732 8587     0     0  con    0  1.0D+00  2.0D-02  3.575D-04  7.698D-01
 7733 8588     0     0  con    0  1.0D+00  3.2D-02  3.858D-04  7.698D-01
 7734 8589     0     0  con    0  1.0D+00  3.0D-02  2.330D-04  7.698D-01
 7735 8590     0     0  con    0  1.0D+00  3.7D-02  2.158D-04  7.698D-01
 7736 8591     0     0  con    0  1.0D+00  3.2D-02  2.670D-04  7.698D-01
 7737 8592     0     0  con    0  1.0D+00  2.9D-03  1.162D-04  7.698D-01
 7738 8593     0     0  con    0  1.0D+00  2.7D-03  1.950D-04  7.698D-01
 7739 8594     0     0  con    0  1.0D+00  1.0D-02  2.222D-04  7.698D-01
 7740 8596     0     0  con    1  4.6D-01  3.4D-02  6.836D-04  7.698D-01
 7741 8597     0     0  con    0  1.0D+00  3.0D-02  1.545D-04  7.698D-01
 7742 8598     0     0  con    0  1.0D+00  3.4D-02  2.093D-04  7.698D-01
 7743 8599     0     0  con    0  1.0D+00  1.2D-02  2.042D-04  7.698D-01
 7744 8600     0     0  con    0  1.0D+00  2.3D-02  2.309D-04  7.698D-01
 7745 8601     0     0  con    0  1.0D+00  4.0D-02  7.201D-04  7.698D-01
 7746 8602     0     0  con    0  1.0D+00  5.0D-03  1.749D-04  7.698D-01
 7747 8603     0     0  con    0  1.0D+00  4.5D-03  1.135D-04  7.698D-01
 7748 8604     0     0  con    0  1.0D+00  1.1D-02  1.142D-04  7.698D-01
 7749 8606     0     0  con    1  4.6D-01  1.7D-02  2.862D-04  7.698D-01
 7750 8607     0     0  con    0  1.0D+00  2.7D-02  2.134D-04  7.698D-01
 7751 8608     0     0  con    0  1.0D+00  1.2D-02  2.990D-04  7.698D-01
 7752 8609     0     0  con    0  1.0D+00  4.5D-02  9.195D-04  7.698D-01
 7753 8610     0     0  con    0  1.0D+00  1.1D-02  1.427D-04  7.698D-01
 7754 8611     0     0  con    0  1.0D+00  4.4D-03  1.125D-04  7.698D-01
 7755 8612     0     0  con    0  1.0D+00  2.0D-02  2.383D-04  7.698D-01
 7756 8613     0     0  con    0  1.0D+00  1.6D-02  3.326D-04  7.698D-01
 7757 8614     0     0  con    0  1.0D+00  1.3D-01  1.360D-03  7.698D-01
 7758 8615     0     0  con    0  1.0D+00  1.1D-02  2.167D-04  7.698D-01
 7759 8616     0     0  con    0  1.0D+00  1.2D-02  1.495D-04  7.698D-01
 7760 8617     0     0  con    0  1.0D+00  3.6D-02  1.450D-04  7.698D-01
 7761 8619     0     0  con    1  1.4D-01  4.0D-03  2.706D-04  7.698D-01
 7762 8620     0     0  con    0  1.0D+00  6.5D-02  1.538D-04  7.698D-01
 7763 8621     0     0  con    0  1.0D+00  2.0D-02  1.597D-04  7.698D-01
 7764 8622     0     0  con    0  1.0D+00  6.2D-02  7.443D-04  7.698D-01
 7765 8623     0     0  con    0  1.0D+00  6.6D-03  2.139D-04  7.698D-01
 7766 8624     0     0  con    0  1.0D+00  3.1D-03  2.752D-04  7.698D-01
 7767 8625     0     0  con    0  1.0D+00  2.1D-02  2.913D-04  7.698D-01
 7768 8626     0     0  con    0  1.0D+00  1.7D-02  1.785D-04  7.698D-01
 7769 8627     0     0  con    0  1.0D+00  4.7D-02  1.335D-04  7.698D-01
 7770 8628     0     0  con    0  1.0D+00  2.0D-02  2.245D-04  7.698D-01
 7771 8629     0     0  con    0  1.0D+00  1.1D-01  3.793D-04  7.698D-01
 7772 8631     0     0  con    1  3.2D-01  2.6D-02  3.474D-04  7.698D-01
 7773 8632     0     0  con    0  1.0D+00  9.7D-03  1.974D-04  7.698D-01
 7774 8633     0     0  con    0  1.0D+00  1.3D-02  1.475D-04  7.698D-01
 7775 8634     0     0  con    0  1.0D+00  4.4D-02  4.166D-04  7.698D-01
 7776 8635     0     0  con    0  1.0D+00  6.9D-02  1.365D-04  7.698D-01
 7777 8636     0     0  con    0  1.0D+00  4.1D-02  2.749D-04  7.698D-01
 7778 8637     0     0  con    0  1.0D+00  1.8D-02  1.638D-04  7.698D-01
 7779 8638     0     0  con    0  1.0D+00  1.4D-02  2.261D-04  7.698D-01
 7780 8639     0     0  con    0  1.0D+00  1.7D-02  2.278D-04  7.698D-01
 7781 8640     0     0  con    0  1.0D+00  1.3D-02  2.065D-04  7.698D-01
 7782 8641     0     0  con    0  1.0D+00  1.4D-02  1.661D-04  7.698D-01
 7783 8643     0     0  con    1  3.8D-01  4.4D-03  3.162D-04  7.698D-01
 7784 8644     0     0  con    0  1.0D+00  1.0D-02  1.918D-04  7.698D-01
 7785 8645     0     0  con    0  1.0D+00  4.7D-03  8.860D-05  7.698D-01
 7786 8646     0     0  con    0  1.0D+00  2.7D-02  1.585D-04  7.698D-01
 7787 8648     0     0  con    1  3.8D-01  3.4D-02  4.153D-04  7.698D-01
 7788 8649     0     0  con    0  1.0D+00  5.0D-02  1.389D-04  7.698D-01
 7789 8650     0     0  con    0  1.0D+00  4.2D-02  1.307D-04  7.698D-01
 7790 8651     0     0  con    0  1.0D+00  3.9D-02  1.538D-04  7.698D-01
 7791 8652     0     0  con    0  1.0D+00  4.0D-02  1.801D-04  7.698D-01
 7792 8653     0     0  con    0  1.0D+00  4.9D-02  2.027D-04  7.698D-01
 7793 8654     0     0  con    0  1.0D+00  6.8D-02  2.030D-04  7.697D-01
 7794 8655     0     0  con    0  1.0D+00  9.6D-02  7.054D-04  7.697D-01
 7795 8656     0     0  con    0  1.0D+00  3.1D-02  4.672D-04  7.697D-01
 7796 8657     0     0  con    0  1.0D+00  2.4D-02  1.947D-04  7.697D-01
 7797 8658     0     0  con    0  1.0D+00  9.0D-03  1.879D-04  7.697D-01
 7798 8659     0     0  con    0  1.0D+00  1.0D-02  1.794D-04  7.697D-01
 7799 8660     0     0  con    0  1.0D+00  1.2D-02  9.211D-04  7.697D-01
 7800 8661     0     0  con    0  1.0D+00  7.4D-03  1.257D-04  7.697D-01
 7801 8662     0     0  con    0  1.0D+00  1.8D-03  1.352D-04  7.697D-01
 7802 8663     0     0  con    0  1.0D+00  4.9D-03  2.060D-04  7.697D-01
 7803 8664     0     0  con    0  1.0D+00  6.6D-03  3.290D-04  7.697D-01
 7804 8665     0     0  con    0  1.0D+00  1.2D-02  3.574D-04  7.697D-01
 7805 8667     0     0  con    1  2.7D-01  1.4D-02  3.211D-04  7.697D-01
 7806 8669     0     0  con    1  4.7D-01  1.9D-02  2.626D-04  7.697D-01
 7807 8670     0     0  con    0  1.0D+00  9.5D-03  1.471D-04  7.697D-01
 7808 8671     0     0  con    0  1.0D+00  1.7D-02  1.052D-04  7.697D-01
 7809 8672     0     0  con    0  1.0D+00  2.4D-02  1.427D-04  7.697D-01
 7810 8673     0     0  con    0  1.0D+00  4.0D-02  2.690D-04  7.697D-01
 7811 8675     0     0  con    1  9.0D-02  2.3D-03  1.526D-04  7.697D-01
 7812 8676     0     0  con    0  1.0D+00  2.6D-02  1.474D-04  7.697D-01
 7813 8677     0     0  con    0  1.0D+00  2.0D-02  6.818D-05  7.697D-01
 7814 8678     0     0  con    0  1.0D+00  1.4D-02  1.118D-04  7.697D-01
 7815 8679     0     0  con    0  1.0D+00  3.1D-02  4.184D-04  7.697D-01
 7816 8680     0     0  con    0  1.0D+00  4.7D-03  7.541D-05  7.697D-01
 7817 8681     0     0  con    0  1.0D+00  1.1D-02  2.404D-04  7.697D-01
 7818 8682     0     0  con    0  1.0D+00  9.6D-03  2.451D-04  7.697D-01
 7819 8683     0     0  con    0  1.0D+00  1.9D-02  1.875D-04  7.697D-01
 7820 8684     0     0  con    0  1.0D+00  1.2D-02  1.569D-04  7.697D-01
 7821 8685     0     0  con    0  1.0D+00  2.6D-02  1.592D-04  7.697D-01
 7822 8686     0     0  con    0  1.0D+00  3.6D-02  4.416D-04  7.697D-01
 7823 8687     0     0  con    0  1.0D+00  3.6D-02  7.096D-04  7.697D-01
 7824 8688     0     0  con    0  1.0D+00  1.9D-02  9.634D-05  7.697D-01
 7825 8689     0     0  con    0  1.0D+00  4.8D-03  1.359D-04  7.697D-01
 7826 8690     0     0  con    0  1.0D+00  1.4D-03  2.069D-04  7.697D-01
 7827 8691     0     0  con    0  1.0D+00  1.1D-02  2.454D-04  7.697D-01
 7828 8692     0     0  con    0  1.0D+00  3.2D-02  4.195D-04  7.697D-01
 7829 8693     0     0  con    0  1.0D+00  3.5D-02  3.899D-04  7.697D-01
 7830 8694     0     0  con    0  1.0D+00  1.3D-02  1.321D-04  7.697D-01
 7831 8695     0     0  con    0  1.0D+00  1.2D-03  1.882D-04  7.697D-01
 7832 8696     0     0  con    0  1.0D+00  1.3D-02  2.283D-04  7.697D-01
 7833 8697     0     0  con    0  1.0D+00  1.9D-02  6.842D-04  7.697D-01
 7834 8698     0     0  con    0  1.0D+00  4.5D-02  3.434D-04  7.697D-01
 7835 8699     0     0  con    0  1.0D+00  1.2D-02  2.201D-04  7.697D-01
 7836 8700     0     0  con    0  1.0D+00  1.0D-02  2.326D-04  7.697D-01
 7837 8702     0     0  con    1  1.4D-01  2.9D-02  1.432D-04  7.697D-01
 7838 8703     0     0  con    0  1.0D+00  7.1D-03  1.587D-04  7.697D-01
 7839 8704     0     0  con    0  1.0D+00  1.5D-02  1.738D-04  7.697D-01
 7840 8706     0     0  con    1  4.6D-01  4.4D-02  2.040D-04  7.697D-01
 7841 8707     0     0  con    0  1.0D+00  2.7D-02  3.366D-04  7.697D-01
 7842 8708     0     0  con    0  1.0D+00  3.1D-03  1.156D-04  7.697D-01
 7843 8709     0     0  con    0  1.0D+00  4.0D-03  1.214D-04  7.697D-01
 7844 8710     0     0  con    0  1.0D+00  1.1D-02  1.244D-04  7.697D-01
 7845 8711     0     0  con    0  1.0D+00  2.2D-02  2.021D-04  7.697D-01
 7846 8713     0     0  con    1  8.2D-02  1.3D-02  3.527D-04  7.697D-01
 7847 8714     0     0  con    0  1.0D+00  2.2D-02  1.597D-04  7.697D-01
 7848 8715     0     0  con    0  1.0D+00  2.2D-02  1.247D-04  7.697D-01
 7849 8716     0     0  con    0  1.0D+00  1.5D-02  1.841D-04  7.697D-01
 7850 8717     0     0  con    0  1.0D+00  8.9D-03  1.705D-04  7.697D-01
 7851 8718     0     0  con    0  1.0D+00  1.7D-02  5.369D-04  7.697D-01
 7852 8719     0     0  con    0  1.0D+00  1.6D-02  3.929D-04  7.697D-01
 7853 8720     0     0  con    0  1.0D+00  2.7D-03  1.058D-04  7.697D-01
 7854 8721     0     0  con    0  1.0D+00  1.0D-03  8.821D-05  7.697D-01
 7855 8722     0     0  con    0  1.0D+00  9.6D-03  1.171D-04  7.697D-01
 7856 8723     0     0  con    0  1.0D+00  2.5D-02  1.839D-04  7.697D-01
 7857 8725     0     0  con    1  1.2D-01  2.8D-02  3.245D-04  7.697D-01
 7858 8726     0     0  con    0  1.0D+00  4.7D-02  9.442D-05  7.697D-01
 7859 8727     0     0  con    0  1.0D+00  2.1D-02  2.530D-04  7.697D-01
 7860 8728     0     0  con    0  1.0D+00  2.4D-02  2.131D-04  7.697D-01
 7861 8729     0     0  con    0  1.0D+00  5.6D-03  2.173D-04  7.697D-01
 7862 8730     0     0  con    0  1.0D+00  4.0D-02  3.985D-04  7.697D-01
 7863 8731     0     0  con    0  1.0D+00  7.1D-02  4.423D-04  7.697D-01
 7864 8732     0     0  con    0  1.0D+00  1.3D-02  2.918D-04  7.697D-01
 7865 8733     0     0  con    0  1.0D+00  2.0D-02  1.888D-04  7.697D-01
 7866 8734     0     0  con    0  1.0D+00  4.0D-02  1.256D-04  7.697D-01
 7867 8735     0     0  con    0  1.0D+00  6.5D-02  1.701D-04  7.697D-01
 7868 8736     0     0  con    0  1.0D+00  7.7D-02  6.941D-05  7.696D-01
 7869 8738     0     0  con    1  1.9D-01  4.7D-03  4.118D-04  7.696D-01
 7870 8739     0     0  con    0  1.0D+00  9.1D-03  1.455D-04  7.696D-01
 7871 8740     0     0  con    0  1.0D+00  4.7D-03  9.319D-05  7.696D-01
 7872 8741     0     0  con    0  1.0D+00  6.0D-03  1.610D-04  7.696D-01
 7873 8742     0     0  con    0  1.0D+00  5.3D-03  2.477D-04  7.696D-01
 7874 8743     0     0  con    0  1.0D+00  1.5D-02  3.267D-04  7.696D-01
 7875 8745     0     0  con    1  5.7D-02  5.5D-03  2.832D-04  7.696D-01
 7876 8746     0     0  con    0  1.0D+00  2.0D-02  9.960D-05  7.696D-01
 7877 8747     0     0  con    0  1.0D+00  1.2D-02  1.233D-04  7.696D-01
 7878 8748     0     0  con    0  1.0D+00  1.1D-01  1.383D-03  7.696D-01
 7879 8749     0     0  con    0  1.0D+00  3.1D-02  2.096D-04  7.696D-01
 7880 8750     0     0  con    0  1.0D+00  2.1D-03  1.020D-04  7.696D-01
 7881 8751     0     0  con    0  1.0D+00  9.4D-03  2.085D-04  7.696D-01
 7882 8753     0     0  con    1  1.2D-01  2.5D-02  4.583D-04  7.696D-01
 7883 8754     0     0  con    0  1.0D+00  1.6D-02  3.855D-04  7.696D-01
 7884 8755     0     0  con    0  1.0D+00  9.7D-02  5.593D-04  7.696D-01
 7885 8756     0     0  con    0  1.0D+00  6.0D-02  2.354D-04  7.696D-01
 7886 8757     0     0  con    0  1.0D+00  1.1D-01  1.189D-03  7.696D-01
